Date_UTC_Time,Sea_Level,Water_Temperature,Air_Temperature,Barometric_Pressure,Residuals,Adjusted_Residuals,Wind_Direction,Wind_Gust,Wind_Speed,Port_Kembla
03-Jan-2017 08:00,0.344,19.2,20.5,1019.1,0.04,0.092,121,9,3.9,
03-Jan-2017 09:00,0.41,19.2,20.4,1019.7,0.05,0.109,130,6.8,3.8,
03-Jan-2017 10:00,0.58,19.2,18.9,1020.1,0.05,0.115,67,8.5,4.2,
03-Jan-2017 11:00,0.81,20.6,20.3,1020.4,0.046,0.114,122,8.8,5.4,
03-Jan-2017 12:00,1.047,20.7,21.2,1020.3,0.043,0.114,131,8.8,4.5,
03-Jan-2017 13:00,1.239,20.8,21.3,1020,0.046,0.116,128,6.6,3.9,
03-Jan-2017 14:00,1.33,20.8,21.3,1019.9,0.043,0.11,131,6.4,3.5,
03-Jan-2017 15:00,1.298,20.9,21.1,1019.5,0.038,0.104,135,6.1,4.6,
03-Jan-2017 16:00,1.161,20.9,20.9,1019,0.037,0.098,144,6.3,3.4,
03-Jan-2017 17:00,0.976,20.9,20.9,1018.9,0.044,0.101,134,5.5,3.9,
03-Jan-2017 18:00,0.8,20.9,20.8,1019.2,0.057,0.114,137,5.9,3.2,
03-Jan-2017 19:00,0.66,20.9,20.8,1019.8,0.053,0.112,138,5.4,3.2,
03-Jan-2017 20:00,0.623,20.9,21,1020.4,0.058,0.123,125,6.7,4.2,
03-Jan-2017 21:00,0.702,20.7,21.3,1020.9,0.063,0.135,112,7.2,4,
03-Jan-2017 22:00,0.876,20.7,21.4,1021.3,0.059,0.136,118,6.8,4,
03-Jan-2017 23:00,1.108,20.6,21.6,1021.3,0.054,0.134,131,5.9,3.5,
04-Jan-2017 00:00,1.335,20.7,21.6,1021.2,0.042,0.122,133,4.6,3,
04-Jan-2017 01:00,1.513,20.8,21,1021,0.038,0.116,137,7.7,1.3,
04-Jan-2017 02:00,1.585,20.9,22,1020.8,0.028,0.105,116,3.8,2.4,
04-Jan-2017 03:00,1.521,21,22.1,1020.4,0.015,0.09,95,6.2,3.3,
04-Jan-2017 04:00,1.333,21.1,22.1,1020.1,0.004,0.074,96,5.7,3.1,
04-Jan-2017 05:00,1.064,21.1,22.4,1019.8,-0.004,0.063,106,4.9,2.8,
04-Jan-2017 06:00,0.785,21.2,22.3,1019.5,-0.001,0.064,120,4.6,2.8,
04-Jan-2017 07:00,0.54,21.3,22.2,1019.1,0,0.062,125,4.2,2.5,
04-Jan-2017 08:00,0.377,21.4,22.1,1019.7,0.001,0.059,119,4.7,3.3,
04-Jan-2017 09:00,0.333,21.4,22,1020,0.004,0.069,93,5.4,3.6,
04-Jan-2017 10:00,0.422,21.4,22.1,1020,0.014,0.081,74,5,2.3,
04-Jan-2017 11:00,0.615,21.5,22,1020.1,0.025,0.092,80,5,3.4,
04-Jan-2017 12:00,0.852,21.6,22,1019.4,0.026,0.093,91,5.7,3.1,
04-Jan-2017 13:00,1.084,21.6,21.9,1019,0.023,0.084,84,5.7,2.7,
04-Jan-2017 14:00,1.267,21.6,20.5,1018.5,0.027,0.084,353,5,1.8,
04-Jan-2017 15:00,1.344,21.5,21.2,1018,0.024,0.076,316,3.5,1.1,
04-Jan-2017 16:00,1.299,21.4,20.8,1017.3,0.018,0.065,237,3.3,1.7,
04-Jan-2017 17:00,1.168,21.4,20.1,1017,0.026,0.066,252,3.2,2.3,
04-Jan-2017 18:00,0.98,21.3,20.3,1017,0.028,0.065,226,2.7,2,
04-Jan-2017 19:00,0.789,21.3,20.3,1017.4,0.024,0.061,242,3.4,2.4,
04-Jan-2017 20:00,0.655,21.3,20,1018,0.022,0.064,236,2.9,0.8,
04-Jan-2017 21:00,0.613,21.3,19.7,1018.7,0.022,0.07,89,4.6,2.9,
04-Jan-2017 22:00,0.681,21.3,20,1018.9,0.022,0.077,122,3.5,1.8,
04-Jan-2017 23:00,0.834,21.3,20.2,1018.9,0.012,0.068,24,4.2,1.8,
05-Jan-2017 00:00,1.05,21.3,19.8,1018.8,0.013,0.069,100,4.6,2.6,
05-Jan-2017 01:00,1.262,21.4,19.5,1018.4,0.012,0.067,133,5.1,3.7,
05-Jan-2017 02:00,1.423,21.4,20,1018,0.013,0.063,50,4.6,2.2,
05-Jan-2017 03:00,1.478,21.4,20.1,1017.5,0.005,0.051,35,3.6,1.5,
05-Jan-2017 04:00,1.416,21.3,20.8,1016.9,0.001,0.043,23,6.5,4.3,
05-Jan-2017 05:00,1.252,21.4,21.1,1016.2,0.007,0.043,26,6.8,4.3,
05-Jan-2017 06:00,1.009,21.8,21.7,1015.9,0.005,0.034,41,6,3.9,
05-Jan-2017 07:00,0.753,21.9,22,1015.9,0.009,0.035,34,5.5,4.1,
05-Jan-2017 08:00,0.535,21.9,21.9,1016.1,0.013,0.039,11,5.5,2.5,
05-Jan-2017 09:00,0.393,22,21.8,1016.6,0.011,0.04,19,3.2,1.6,
05-Jan-2017 10:00,0.374,21.9,21.8,1016.6,0.019,0.052,6,3.8,2.6,
05-Jan-2017 11:00,0.469,21.9,22,1016.9,0.02,0.054,1,3.7,1.5,
05-Jan-2017 12:00,0.662,21.9,22.2,1016.9,0.023,0.059,327,2,1.6,
05-Jan-2017 13:00,0.909,21.7,22.2,1016.8,0.029,0.065,296,2.7,1.5,
05-Jan-2017 14:00,1.154,21.8,22,1016.3,0.037,0.072,329,2.5,1.1,
05-Jan-2017 15:00,1.323,21.6,21.7,1015.7,0.027,0.057,314,1.6,0.9,
05-Jan-2017 16:00,1.396,21.6,20.9,1015.4,0.025,0.048,201,1.2,0.6,
05-Jan-2017 17:00,1.358,21.5,20.7,1015.3,0.029,0.05,157,1.4,0.9,
05-Jan-2017 18:00,1.221,21.5,20.5,1015.6,0.034,0.054,182,2,1,
05-Jan-2017 19:00,1.018,21.6,20.3,1016.1,0.027,0.05,242,2.4,1.1,
05-Jan-2017 20:00,0.819,21.6,20.4,1016.8,0.023,0.052,71,5.9,3.6,
05-Jan-2017 21:00,0.67,21.6,20.5,1017.6,0.02,0.055,335,4.5,1.9,
05-Jan-2017 22:00,0.608,21.8,20.7,1018.2,0.015,0.059,3,3.8,1.9,
05-Jan-2017 23:00,0.652,21.8,21.4,1018.2,0.01,0.059,353,5,1.5,
06-Jan-2017 00:00,0.785,21.8,20.4,1018.4,0.003,0.053,109,5.8,2.1,
06-Jan-2017 01:00,0.975,21.8,22.2,1018.1,-0.001,0.051,14,2.3,1.1,
06-Jan-2017 02:00,1.168,21.6,23.1,1017.7,-0.006,0.042,23,3.1,1.8,
06-Jan-2017 03:00,1.318,21.6,22.6,1017.6,-0.009,0.034,67,3.3,2.2,
06-Jan-2017 04:00,1.374,21.8,23.3,1017.5,-0.017,0.026,80,2.9,1.3,
06-Jan-2017 05:00,1.323,21.7,23.4,1017.4,-0.021,0.021,65,6.4,4.2,
06-Jan-2017 06:00,1.171,22.1,23.3,1017.3,-0.021,0.02,62,5.6,3.5,
06-Jan-2017 07:00,0.951,22,23.3,1017.5,-0.019,0.021,51,4.7,3.2,
06-Jan-2017 08:00,0.709,22.1,23,1017.9,-0.019,0.024,54,5,3.5,
06-Jan-2017 09:00,0.507,21.9,22.7,1018.2,-0.012,0.035,51,5.4,3.7,
06-Jan-2017 10:00,0.385,21.8,22.6,1018.6,-0.006,0.044,50,5.2,3.6,
06-Jan-2017 11:00,0.372,21.8,22.5,1018.9,-0.001,0.052,36,4.9,3.3,
06-Jan-2017 12:00,0.477,21.9,22,1018.9,0.001,0.057,348,3.8,1.2,
06-Jan-2017 13:00,0.688,22.1,22,1018.5,0.011,0.066,338,2.5,1.6,
06-Jan-2017 14:00,0.95,22,21.7,1018,0.019,0.071,329,2.4,1.5,
06-Jan-2017 15:00,1.192,22.3,21.5,1017.5,0.011,0.058,319,2.4,1.6,
06-Jan-2017 16:00,1.376,22.2,21.2,1017,0.008,0.049,280,2.1,0.8,
06-Jan-2017 17:00,1.457,21.8,20.6,1016.7,0.008,0.045,261,2.1,1.5,
06-Jan-2017 18:00,1.412,22,20.2,1016.7,0.007,0.041,224,1.7,1.3,
06-Jan-2017 19:00,1.248,22.1,20.1,1017.1,-0.009,0.026,241,2.2,1,
06-Jan-2017 20:00,1.044,22.2,20.2,1017.3,-0.001,0.038,300,1.6,0.8,
06-Jan-2017 21:00,0.829,22.2,21.8,1017.7,0.005,0.045,28,1.4,0.6,
06-Jan-2017 22:00,0.647,22.1,21.5,1017.8,-0.004,0.04,53,3,2,
06-Jan-2017 23:00,0.547,22.1,21.6,1017.5,-0.016,0.029,37,4.6,3.5,
07-Jan-2017 00:00,0.571,22.2,22.6,1016.8,-0.012,0.03,56,4.4,2.8,
07-Jan-2017 01:00,0.698,22.4,22.7,1016.3,-0.001,0.034,76,5.7,3.9,
07-Jan-2017 02:00,0.884,21.9,22.7,1015.7,0.003,0.032,51,8.2,4.7,
07-Jan-2017 03:00,1.078,22.6,23.1,1014.9,-0.003,0.021,42,8.6,6.7,
07-Jan-2017 04:00,1.241,23.4,23,1014,-0.005,0.011,43,10.8,7.4,
07-Jan-2017 05:00,1.324,23.4,22.8,1013.5,-0.004,0.003,42,10.5,7.1,
07-Jan-2017 06:00,1.298,22.7,22.7,1013.2,-0.006,-0.004,40,10.2,7.5,
07-Jan-2017 07:00,1.164,22.7,22.6,1013.1,-0.008,-0.009,40,10.5,8.1,
07-Jan-2017 08:00,0.953,23.4,22.5,1013.6,-0.011,-0.012,34,10.5,6.7,
07-Jan-2017 09:00,0.727,23.5,22.5,1013.7,0,0.004,36,9.5,7,
07-Jan-2017 10:00,0.534,23.4,22.4,1013.7,0.015,0.02,32,9.6,6.2,
07-Jan-2017 11:00,0.403,23.5,22.4,1013.8,0.011,0.016,25,8.3,5.6,
07-Jan-2017 12:00,0.387,23.4,22.5,1013.9,0.007,0.013,18,6.9,5.1,
07-Jan-2017 13:00,0.5,22.8,22.4,1013.6,0.007,0.013,3,6.3,3.3,
07-Jan-2017 14:00,0.73,22.9,22.3,1013,0.02,0.023,0,6,3.1,
07-Jan-2017 15:00,0.999,22.7,22,1012.4,0.013,0.01,10,5,3.4,
07-Jan-2017 16:00,1.268,22.5,22.3,1011.6,0.011,0.002,13,5.8,3.5,
07-Jan-2017 17:00,1.467,22.6,22,1011.1,0.007,-0.01,11,6.5,4.7,
07-Jan-2017 18:00,1.563,22.7,21.6,1011.4,0.013,-0.008,1,6.4,2.7,
07-Jan-2017 19:00,1.509,22.9,21.6,1011.6,0.005,-0.013,20,6.1,4.7,
07-Jan-2017 20:00,1.347,22.8,21.7,1011.9,0.008,-0.008,349,6.3,3,
07-Jan-2017 21:00,1.103,22.9,22.4,1012.4,0.007,-0.006,2,4.9,3.3,
07-Jan-2017 22:00,0.849,22.8,22,1012.1,0.011,0.002,35,6.1,5,
07-Jan-2017 23:00,0.634,22.9,22.6,1011.8,0.01,-0.001,41,7.4,5.8,
08-Jan-2017 00:00,0.508,22.9,22.6,1011.1,0.01,-0.005,45,8.3,5.8,
08-Jan-2017 01:00,0.505,23.1,22.7,1010.5,0.018,-0.004,49,9.1,6.1,
08-Jan-2017 02:00,0.609,23.2,22.6,1010.2,0.021,-0.007,46,10.1,6.9,
08-Jan-2017 03:00,0.79,23.3,22.9,1009.7,0.017,-0.013,24,9.9,5.6,
08-Jan-2017 04:00,1.006,23.5,22.8,1008.8,0.016,-0.02,32,8.8,6.1,
08-Jan-2017 05:00,1.213,23.6,23.3,1008.2,0.032,-0.012,41,11.9,8.8,
08-Jan-2017 06:00,1.336,23.6,23.6,1007.6,0.043,-0.008,43,12.1,9.2,
08-Jan-2017 07:00,1.34,23.6,23.2,1007.7,0.047,-0.01,40,12,7.6,
08-Jan-2017 08:00,1.217,23.6,22.9,1008.5,0.041,-0.014,35,10.7,5.9,
08-Jan-2017 09:00,1.01,23.4,22.7,1009.2,0.039,-0.007,16,8.7,4.3,
08-Jan-2017 10:00,0.774,23.3,22.5,1009.4,0.045,0.005,10,5.7,3.8,
08-Jan-2017 11:00,0.558,23.4,22.4,1009.5,0.045,0.006,4,5.6,2.4,
08-Jan-2017 12:00,0.427,23.4,22.3,1009.5,0.045,0.008,28,4.8,3,
08-Jan-2017 13:00,0.429,23.4,22.2,1009,0.055,0.017,34,3.3,2.5,
08-Jan-2017 14:00,0.559,22.8,22,1008.8,0.058,0.016,15,3.8,1.1,
08-Jan-2017 15:00,0.792,22.5,21.8,1008.3,0.049,0.004,49,4.9,3.2,
08-Jan-2017 16:00,1.104,23,21.9,1008,0.055,0.006,34,5.7,3,
08-Jan-2017 17:00,1.401,23.1,21.8,1007.8,0.055,0.002,34,4.3,1.8,
08-Jan-2017 18:00,1.632,22.4,21.8,1008,0.064,0.01,21,3.1,2.3,
08-Jan-2017 19:00,1.726,22.8,21.6,1008.4,0.062,0.01,9,4.4,1.8,
08-Jan-2017 20:00,1.66,23.2,21.8,1009.6,0.051,0.004,125,2.8,0.7,
08-Jan-2017 21:00,1.465,22.9,23,1011,0.048,0.014,136,5.5,2.8,
08-Jan-2017 22:00,1.184,22.6,22.8,1011.2,0.049,0.027,115,6.3,3,
08-Jan-2017 23:00,0.866,22.5,22.6,1011.4,0.037,0.017,60,4.9,2.8,
09-Jan-2017 00:00,0.606,22.8,23.4,1011.2,0.038,0.019,38,3.6,2.3,
09-Jan-2017 01:00,0.44,22.8,23.4,1011.2,0.035,0.015,43,3.7,2.6,
09-Jan-2017 02:00,0.414,23.1,23.6,1010.5,0.043,0.022,50,3.4,2.3,
09-Jan-2017 03:00,0.517,23.5,23.7,1009.8,0.048,0.02,46,3.4,2,
09-Jan-2017 04:00,0.723,22.4,23.8,1009.2,0.051,0.016,70,3.4,1.9,
09-Jan-2017 05:00,0.979,22.1,23.4,1009,0.06,0.02,52,2.8,1.5,
09-Jan-2017 06:00,1.214,22.5,23.1,1008.5,0.071,0.029,32,4.2,2.9,
09-Jan-2017 07:00,1.361,22.3,22.9,1008,0.076,0.027,27,6,2.1,
09-Jan-2017 08:00,1.357,22.6,23.3,1009.9,0.052,0.001,171,7.5,4.7,
09-Jan-2017 09:00,1.229,22.4,22.8,1011.4,0.036,0.004,165,9.6,4.3,
09-Jan-2017 10:00,1.016,21.9,22.2,1012.9,0.036,0.02,178,9,1.4,
09-Jan-2017 11:00,0.761,22.1,22.2,1012.8,0.037,0.032,181,5.5,2.2,
09-Jan-2017 12:00,0.527,22.1,22.5,1014.2,0.029,0.028,234,6.2,3.2,
09-Jan-2017 13:00,0.404,22.2,22.4,1013.1,0.041,0.049,199,4.8,0.7,
09-Jan-2017 14:00,0.409,22.1,22.2,1012.5,0.046,0.044,254,2.8,1.3,
09-Jan-2017 15:00,0.557,21.7,22.4,1011.6,0.047,0.038,296,2.5,1,
09-Jan-2017 16:00,0.841,22.4,22.5,1010.8,0.059,0.042,341,2,1.6,
09-Jan-2017 17:00,1.188,22.2,22.6,1010,0.069,0.043,6,4.3,3.1,
09-Jan-2017 18:00,1.533,22,23.1,1009.8,0.09,0.058,9,6.9,4.9,
09-Jan-2017 19:00,1.771,22.3,23.4,1009.6,0.09,0.055,2,7.6,4.9,
09-Jan-2017 20:00,1.865,22.3,23.6,1010.2,0.087,0.052,348,8.7,5.1,
09-Jan-2017 21:00,1.79,22.4,23.5,1010.5,0.086,0.056,7,7.2,3.7,
09-Jan-2017 22:00,1.561,22.5,24.1,1010.3,0.084,0.057,5,6.9,4.8,
09-Jan-2017 23:00,1.228,22.5,23.9,1010,0.08,0.05,52,6.3,3.1,
10-Jan-2017 00:00,0.867,22.6,24.4,1009.6,0.073,0.041,42,6.1,4.6,
10-Jan-2017 01:00,0.566,22.8,24.1,1009.2,0.075,0.039,50,6.3,3.9,
10-Jan-2017 02:00,0.377,22.7,24.3,1008.8,0.077,0.036,88,6.1,2.5,
10-Jan-2017 03:00,0.328,22.7,25.1,1008.4,0.071,0.027,123,4.6,1.3,
10-Jan-2017 04:00,0.439,22.2,24.1,1008.3,0.071,0.023,122,3.4,1.6,
10-Jan-2017 05:00,0.666,21.9,24.3,1008.3,0.067,0.018,126,3.4,1.9,
10-Jan-2017 06:00,0.956,21.9,24.1,1007.6,0.076,0.026,115,3,1.6,
10-Jan-2017 07:00,1.22,22.3,24.1,1007.3,0.085,0.028,95,2,1.2,
10-Jan-2017 08:00,1.385,22.6,24.1,1007.8,0.085,0.026,101,2.3,1,
10-Jan-2017 09:00,1.415,22.5,23.7,1008.3,0.088,0.034,36,2.9,2,
10-Jan-2017 10:00,1.295,22.7,23.6,1008.6,0.087,0.039,21,3.7,2.5,
10-Jan-2017 11:00,1.071,22.6,23.6,1008.6,0.092,0.045,74,3.1,0.5,
10-Jan-2017 12:00,0.804,22.6,23.2,1008.2,0.096,0.049,18,2.6,0.4,
10-Jan-2017 13:00,0.579,22.7,23.1,1008.1,0.106,0.056,94,1.9,0.8,
10-Jan-2017 14:00,0.452,22,22.8,1007.8,0.111,0.059,103,2.5,0.3,
10-Jan-2017 15:00,0.473,21.9,23,1007,0.117,0.063,295,1,0.4,
10-Jan-2017 16:00,0.651,22.4,22.9,1006.4,0.124,0.061,194,2,0.7,
10-Jan-2017 17:00,0.97,22,22.6,1005.9,0.139,0.07,171,1.6,0.5,
10-Jan-2017 18:00,1.349,21.9,22.7,1005.9,0.152,0.078,344,1.4,0.3,
10-Jan-2017 19:00,1.695,21.9,22.5,1006.4,0.154,0.082,342,1,0.6,
10-Jan-2017 20:00,1.945,21.7,23.7,1006.4,0.16,0.092,14,1.1,0.2,
10-Jan-2017 21:00,2.033,21.8,23.3,1006.6,0.163,0.095,23,2.5,1.4,
10-Jan-2017 22:00,1.934,22.1,23.8,1006.4,0.165,0.098,61,2.5,0.5,
10-Jan-2017 23:00,1.654,22.2,24,1006,0.153,0.085,97,2.7,1.6,
11-Jan-2017 00:00,1.278,22.4,25.6,1005.4,0.151,0.078,88,2.9,1.5,
11-Jan-2017 01:00,0.883,22.6,26.1,1004.9,0.15,0.071,46,4,2,
11-Jan-2017 02:00,0.55,22.6,26,1004.1,0.146,0.062,27,4.9,1,
11-Jan-2017 03:00,0.338,22.8,26.3,1003.5,0.135,0.044,10,5.5,1.7,
11-Jan-2017 04:00,0.299,23.1,26.2,1003.1,0.13,0.032,28,5.1,3.9,
11-Jan-2017 05:00,0.423,24,27.5,1004.2,0.118,0.018,170,9.5,4.2,
11-Jan-2017 06:00,0.674,23.1,25.5,1005.2,0.105,0.016,183,10.6,6.2,
11-Jan-2017 07:00,0.979,21.5,24.1,1005.8,0.101,0.022,189,11.4,5.2,
11-Jan-2017 08:00,1.252,21.2,23.7,1006.6,0.099,0.025,192,8.8,3.2,
11-Jan-2017 09:00,1.428,21.1,22.9,1007.8,0.103,0.039,203,8,3.9,
11-Jan-2017 10:00,1.435,20.8,22.4,1008.7,0.09,0.037,200,7.6,3.3,
11-Jan-2017 11:00,1.294,20.7,21.5,1009.5,0.084,0.04,199,8.8,3.1,
11-Jan-2017 12:00,1.04,20.6,21.4,1009.7,0.077,0.04,208,7.4,3.1,
11-Jan-2017 13:00,0.752,21,21.3,1009.9,0.072,0.037,207,6.6,3.9,
11-Jan-2017 14:00,0.518,21,21.1,1009.8,0.074,0.041,208,6.6,3.1,
11-Jan-2017 15:00,0.392,21.1,21.3,1009.5,0.067,0.033,216,6,3.4,
11-Jan-2017 16:00,0.436,21.4,21.3,1009.3,0.076,0.038,222,5,3.7,
11-Jan-2017 17:00,0.645,21.6,21.5,1009.3,0.085,0.046,221,5.1,3.3,
11-Jan-2017 18:00,0.99,21.3,21.3,1009.5,0.098,0.059,221,4.7,2.5,
11-Jan-2017 19:00,1.377,21.3,21,1009.9,0.101,0.064,244,3.4,1.3,
11-Jan-2017 20:00,1.725,21.3,21.5,1010.7,0.099,0.066,227,2.9,2.1,
11-Jan-2017 21:00,1.966,21.2,22.1,1011.5,0.102,0.078,209,3.1,2.1,
11-Jan-2017 22:00,2.016,21.2,22.8,1012,0.089,0.073,179,2.9,1.1,
11-Jan-2017 23:00,1.863,21.3,22.7,1012,0.074,0.062,122,3.1,1.8,
12-Jan-2017 00:00,1.552,21.4,22.7,1012.1,0.072,0.06,120,4.1,3.3,
12-Jan-2017 01:00,1.144,21.6,23,1011.8,0.072,0.06,125,4.4,2.3,
12-Jan-2017 02:00,0.721,21.6,23,1011.4,0.063,0.048,119,3.4,2.6,
12-Jan-2017 03:00,0.382,21.6,23.6,1010.9,0.058,0.039,93,4,2.5,
12-Jan-2017 04:00,0.183,21.8,23.7,1010.6,0.049,0.025,114,4.9,3,
12-Jan-2017 05:00,0.173,22.1,23.6,1010.6,0.049,0.023,116,5.8,3.3,
12-Jan-2017 06:00,0.352,22.1,23.8,1010.4,0.059,0.032,125,5.7,3.1,
12-Jan-2017 07:00,0.648,22.1,23.4,1010.3,0.066,0.037,120,6.4,4.9,
12-Jan-2017 08:00,0.99,22,23.1,1010.8,0.081,0.052,118,7.2,5.6,
12-Jan-2017 09:00,1.275,22.2,22.9,1011.4,0.088,0.065,113,7.5,3.6,
12-Jan-2017 10:00,1.441,22.3,23.1,1011.7,0.092,0.074,68,5.5,3.2,
12-Jan-2017 11:00,1.446,22.3,23.4,1012.1,0.096,0.081,54,5.6,4,
12-Jan-2017 12:00,1.282,22.3,22.8,1012,0.089,0.077,12,7.2,2.2,
12-Jan-2017 13:00,1.026,22.3,22.9,1012,0.094,0.082,9,4.1,2.6,
12-Jan-2017 14:00,0.75,22.3,23,1011.3,0.102,0.089,37,6.1,4.5,
12-Jan-2017 15:00,0.525,22.3,22.9,1010.7,0.101,0.082,33,8.3,6,
12-Jan-2017 16:00,0.436,22.7,22.6,1009.7,0.113,0.087,32,7.4,5.2,
12-Jan-2017 17:00,0.523,22.8,22.6,1008.7,0.139,0.103,29,6.6,4.7,
12-Jan-2017 18:00,0.769,22.8,22.6,1008.2,0.158,0.112,31,6.8,5.3,
12-Jan-2017 19:00,1.129,22.7,22.5,1008.3,0.168,0.118,7,7.5,4.2,
12-Jan-2017 20:00,1.521,22.7,22.8,1008.3,0.171,0.122,6,7.1,4.3,
12-Jan-2017 21:00,1.864,22.4,22.9,1008,0.175,0.126,17,8.8,5.8,
