Date_UTC_Time,Sea_Level,Water_Temperature,Air_Temperature,Barometric_Pressure,Residuals,Adjusted_Residuals,Wind_Direction,Wind_Gust,Wind_Speed,Port_Kembla
02-Jan-2018 16:00,0.477,22,19.5,1007.6,0.163,0.103,222,8,4.2,
02-Jan-2018 17:00,0.511,21.9,19.8,1007.5,0.173,0.117,229,5.9,3.8,
02-Jan-2018 18:00,0.731,21.9,20.1,1007.7,0.19,0.134,231,7.9,4.4,
02-Jan-2018 19:00,1.084,21.9,19.9,1007.7,0.196,0.14,222,8.1,4.3,
02-Jan-2018 20:00,1.505,21.9,19.4,1008.6,0.208,0.154,222,8.6,5.1,
02-Jan-2018 21:00,1.887,21.9,20.2,1009.3,0.212,0.167,217,10.7,4.8,
02-Jan-2018 22:00,2.133,21.9,20.4,1010.3,0.195,0.157,220,10.2,6.6,
02-Jan-2018 23:00,2.201,21.9,19.7,1010.9,0.183,0.154,219,10.7,6.2,
03-Jan-2018 00:00,2.057,21.9,19.9,1011.5,0.177,0.154,203,10.4,4.9,
03-Jan-2018 01:00,1.723,21.9,20.3,1011.9,0.172,0.155,207,9.9,4.7,
03-Jan-2018 02:00,1.273,21.9,20.7,1012.1,0.161,0.148,201,7.9,3.9,
03-Jan-2018 03:00,0.806,21.9,21,1012.2,0.144,0.133,197,9.8,4.2,
03-Jan-2018 04:00,0.428,21.9,21.1,1012.5,0.134,0.124,178,8.6,3.1,
03-Jan-2018 05:00,0.2,21.9,21.6,1012.4,0.126,0.119,166,7.4,2.8,
03-Jan-2018 06:00,0.165,21.9,21.2,1012.3,0.117,0.109,157,7.7,4.2,
03-Jan-2018 07:00,0.335,21.9,21.1,1012.3,0.118,0.109,142,7.7,4.9,
03-Jan-2018 08:00,0.64,21.9,21,1012.7,0.123,0.114,150,7.9,3.7,
03-Jan-2018 09:00,0.986,21.9,21,1013.6,0.123,0.119,156,7.2,3.3,
03-Jan-2018 10:00,1.283,21.8,21,1014.4,0.115,0.119,154,7.2,2.8,
03-Jan-2018 11:00,1.457,21.8,18.2,1015.5,0.098,0.11,223,7.9,3.8,
03-Jan-2018 12:00,1.472,21.8,17.9,1015.9,0.087,0.109,247,5.6,3.5,
03-Jan-2018 13:00,1.331,21.8,17.5,1015.9,0.089,0.116,273,5.2,4.3,
03-Jan-2018 14:00,1.067,21.8,18.2,1015.8,0.086,0.112,240,4.9,2.2,
03-Jan-2018 15:00,0.772,21.7,18.2,1015,0.081,0.106,248,4.4,2.2,
03-Jan-2018 16:00,0.518,21.7,18.2,1014.5,0.066,0.082,235,5,3,
03-Jan-2018 17:00,0.407,21.7,18.6,1014.5,0.075,0.087,238,4.8,3.1,
03-Jan-2018 18:00,0.456,21.7,18.6,1014.8,0.081,0.094,237,4.4,2.8,
03-Jan-2018 19:00,0.678,21.7,18.6,1015.1,0.085,0.1,229,4.9,2.5,
03-Jan-2018 20:00,1.031,21.7,18.8,1015.6,0.085,0.104,225,4.4,2.9,
03-Jan-2018 21:00,1.438,21.8,18.9,1016.3,0.093,0.117,222,5.1,2.8,
03-Jan-2018 22:00,1.807,21.8,19.2,1016.6,0.103,0.134,223,6,3.8,
03-Jan-2018 23:00,2.035,21.9,19.9,1016.7,0.094,0.128,212,5.6,2,
04-Jan-2018 00:00,2.076,21.9,20.3,1016.8,0.086,0.121,134,5.3,3.5,
04-Jan-2018 01:00,1.914,21.9,20.3,1016.7,0.092,0.127,139,5.2,3.1,
04-Jan-2018 02:00,1.57,21.9,20.6,1016.1,0.092,0.126,138,5.1,3.1,
04-Jan-2018 03:00,1.13,21.9,20.6,1015.6,0.088,0.116,130,5.1,2.8,
04-Jan-2018 04:00,0.69,22.1,20.7,1015.2,0.081,0.104,117,5.1,3.8,
04-Jan-2018 05:00,0.341,22.1,21,1014.9,0.075,0.094,81,4.7,2.3,
04-Jan-2018 06:00,0.146,22.3,21.1,1014.3,0.07,0.085,61,4.7,2.9,
04-Jan-2018 07:00,0.135,22.4,21.1,1014.6,0.057,0.067,53,5.4,2.9,
04-Jan-2018 08:00,0.312,22.4,21,1015.3,0.05,0.064,71,4.3,2.3,
04-Jan-2018 09:00,0.609,22.4,20.8,1015.8,0.046,0.067,88,4,1.9,
04-Jan-2018 10:00,0.953,22.4,20.7,1016.1,0.055,0.081,77,3.3,1.6,
04-Jan-2018 11:00,1.237,22.3,20.6,1016.5,0.052,0.081,61,3.1,1.8,
04-Jan-2018 12:00,1.403,22.3,19.5,1016.5,0.046,0.078,267,2.8,1.7,
04-Jan-2018 13:00,1.415,22.2,18.5,1016.5,0.05,0.082,241,2.5,1.7,
04-Jan-2018 14:00,1.275,22.2,19.4,1016,0.06,0.092,311,4.6,3.2,
04-Jan-2018 15:00,1.03,22.2,19.5,1015.6,0.067,0.094,319,4.2,2.1,
04-Jan-2018 16:00,0.753,22.2,18.8,1015.3,0.063,0.086,293,4.5,1.6,
04-Jan-2018 17:00,0.538,22.4,18,1015,0.064,0.084,231,2.1,1.3,
04-Jan-2018 18:00,0.442,22.4,17.5,1015.1,0.069,0.086,242,2.4,1.7,
04-Jan-2018 19:00,0.501,22.3,17.6,1015.3,0.071,0.089,237,2.7,0.8,
04-Jan-2018 20:00,0.712,22.3,18.8,1015.9,0.06,0.081,227,2.4,0.7,
04-Jan-2018 21:00,1.045,22.3,20.9,1016.2,0.056,0.083,13,2.3,1.4,
04-Jan-2018 22:00,1.414,22.2,20.8,1016.3,0.051,0.081,41,4.4,3.5,
04-Jan-2018 23:00,1.734,22.2,21.5,1016,0.049,0.079,58,5.2,3.5,
05-Jan-2018 00:00,1.931,22.2,21.9,1015.8,0.045,0.072,50,6.2,4.9,
05-Jan-2018 01:00,1.945,22.3,22.1,1015.8,0.043,0.068,48,7.6,5.3,
05-Jan-2018 02:00,1.757,22.7,22.2,1015.6,0.041,0.066,44,7.6,4.8,
05-Jan-2018 03:00,1.419,22.9,22.2,1014.9,0.042,0.065,41,7.9,5.9,
05-Jan-2018 04:00,1.013,23,22.3,1014.4,0.046,0.062,43,8.3,6.1,
05-Jan-2018 05:00,0.615,23.1,22.4,1014.3,0.04,0.052,45,8.4,5.3,
05-Jan-2018 06:00,0.302,23.3,22.4,1014,0.029,0.039,47,8.5,5.6,
05-Jan-2018 07:00,0.136,23.4,22.3,1014,0.015,0.022,42,8.3,5.6,
05-Jan-2018 08:00,0.158,23.5,22.4,1014.5,0.008,0.016,38,7.9,5.1,
05-Jan-2018 09:00,0.342,23.5,22.3,1015.3,0.002,0.015,36,7.3,4.4,
05-Jan-2018 10:00,0.626,23.4,22.4,1015.9,-0.003,0.018,26,5.8,3.6,
05-Jan-2018 11:00,0.937,22.8,22.4,1016.6,-0.002,0.025,28,5.2,3.5,
05-Jan-2018 12:00,1.191,22.7,22.1,1016.8,-0.009,0.024,3,4.3,1.9,
05-Jan-2018 13:00,1.344,22.6,22,1017,-0.004,0.032,38,2.8,0.9,
05-Jan-2018 14:00,1.347,22.6,21.8,1016.8,0.007,0.044,22,1.8,0.3,
05-Jan-2018 15:00,1.204,22.6,20.6,1016.4,0.013,0.048,231,1.5,0.9,
05-Jan-2018 16:00,0.973,22.8,20.3,1015.9,0.018,0.049,233,1.7,1,
05-Jan-2018 17:00,0.737,22.9,20.6,1015.7,0.028,0.054,255,2,0.9,
05-Jan-2018 18:00,0.544,23.1,21.1,1015.9,0.027,0.051,339,2.9,1.7,
05-Jan-2018 19:00,0.458,23.1,21,1016,0.024,0.05,355,2.8,1.7,
05-Jan-2018 20:00,0.517,22.9,21.4,1016.6,0.019,0.047,332,2.9,2.2,
05-Jan-2018 21:00,0.728,22.9,22.1,1016.8,0.02,0.054,10,4.4,3.4,
05-Jan-2018 22:00,1.032,22.9,22.3,1016.5,0.016,0.051,36,4.9,3.6,
05-Jan-2018 23:00,1.364,22.9,22.6,1016,0.02,0.052,40,8,6,
06-Jan-2018 00:00,1.648,23.2,22.8,1015.4,0.027,0.054,46,8.5,6.1,
06-Jan-2018 01:00,1.816,23.3,22.9,1014.8,0.039,0.06,34,9.5,6.8,
06-Jan-2018 02:00,1.81,23.4,22.8,1013.8,0.047,0.061,36,9,6.5,
06-Jan-2018 03:00,1.626,23.1,22.9,1012.8,0.051,0.055,35,8.8,6.7,
06-Jan-2018 04:00,1.314,23.6,23.2,1012.4,0.053,0.049,31,9,4.5,
06-Jan-2018 05:00,0.945,23.9,23.4,1011.8,0.049,0.04,35,8.4,5,
06-Jan-2018 06:00,0.603,23.8,23.8,1011.3,0.044,0.029,16,7.5,4.6,
06-Jan-2018 07:00,0.348,24.1,23.7,1011,0.039,0.019,12,6.9,4.3,
06-Jan-2018 08:00,0.231,24.2,23.7,1011.4,0.033,0.011,24,7,4.5,
06-Jan-2018 09:00,0.279,24.2,23.5,1011.8,0.03,0.012,30,7.3,5.1,
06-Jan-2018 10:00,0.468,24.1,23.3,1012.3,0.031,0.018,27,7.4,4.2,
06-Jan-2018 11:00,0.738,24.1,23.1,1012.5,0.034,0.025,13,6.8,4.4,
06-Jan-2018 12:00,1.021,24,22.9,1012.3,0.037,0.03,8,5.6,4.1,
06-Jan-2018 13:00,1.265,23.9,22.9,1011.8,0.051,0.041,18,5.4,3,
06-Jan-2018 14:00,1.397,22.9,22.8,1011.3,0.061,0.046,18,5.6,3.4,
06-Jan-2018 15:00,1.375,23.8,22.6,1010.5,0.057,0.037,41,4.3,2.1,
06-Jan-2018 16:00,1.239,23.9,22.5,1010,0.064,0.036,38,3.6,1.9,
06-Jan-2018 17:00,1.033,23.8,22.4,1009.5,0.069,0.037,35,5,4,
06-Jan-2018 18:00,0.813,23.8,22.5,1009.5,0.069,0.031,31,5,1.5,
06-Jan-2018 19:00,0.648,23.8,22.7,1010,0.072,0.035,36,2.9,1.8,
06-Jan-2018 20:00,0.575,23.3,23.3,1010.3,0.068,0.036,45,3.2,1.7,
06-Jan-2018 21:00,0.634,23.3,25.3,1010.5,0.065,0.036,127,3.1,2.1,
06-Jan-2018 22:00,0.813,23.1,30.1,1010.1,0.058,0.031,126,3.8,1.8,
06-Jan-2018 23:00,1.08,23,32.1,1009.8,0.061,0.029,129,4.9,2.9,
07-Jan-2018 00:00,1.353,22.8,28.4,1010,0.059,0.025,126,8,4.3,
07-Jan-2018 01:00,1.572,22.8,25.1,1010.1,0.054,0.022,102,6.3,1.7,
07-Jan-2018 02:00,1.683,23.1,26.8,1010.1,0.05,0.019,356,4.3,1.6,
07-Jan-2018 03:00,1.653,23.3,26,1009.9,0.054,0.023,26,3.4,1.6,
07-Jan-2018 04:00,1.471,23.2,28,1010.2,0.05,0.017,142,4.4,1.9,
07-Jan-2018 05:00,1.195,23,26.4,1010.5,0.05,0.02,173,8.3,4.4,
07-Jan-2018 06:00,0.897,22.9,25.6,1010.7,0.06,0.033,178,10.6,5.4,
07-Jan-2018 07:00,0.609,22.8,24.6,1011.1,0.05,0.024,175,11.9,6.1,
07-Jan-2018 08:00,0.401,22.8,24.1,1012.2,0.038,0.018,181,11.7,5.7,
07-Jan-2018 09:00,0.324,22.3,22.9,1012.7,0.033,0.023,180,13.4,4.2,
07-Jan-2018 10:00,0.399,22.1,22.6,1012.8,0.042,0.037,219,7.2,2.1,
07-Jan-2018 11:00,0.574,22.2,22.7,1013.5,0.038,0.033,132,6.4,3.6,
07-Jan-2018 12:00,0.803,22.1,22.9,1015.1,0.024,0.029,154,7.1,1.7,
07-Jan-2018 13:00,1.057,22.2,22.4,1014.4,0.028,0.046,176,5.5,2.5,
07-Jan-2018 14:00,1.265,22.3,21.7,1014,0.035,0.046,189,8,2.3,
07-Jan-2018 15:00,1.371,22.3,21.7,1013,0.041,0.047,118,4.3,1.1,
07-Jan-2018 16:00,1.354,22.3,21.7,1011.8,0.047,0.044,19,3,2.3,
07-Jan-2018 17:00,1.226,22.4,22.6,1011.7,0.05,0.035,107,5,1,
07-Jan-2018 18:00,1.036,22.7,22.5,1012.9,0.05,0.036,141,3.9,1.4,
07-Jan-2018 19:00,0.846,22.9,22.4,1013.2,0.055,0.052,48,2.6,0.4,
07-Jan-2018 20:00,0.703,23,22.8,1012.7,0.061,0.061,197,2.2,1.1,
07-Jan-2018 21:00,0.645,23.1,23.1,1012.2,0.065,0.058,108,3.5,1.5,
07-Jan-2018 22:00,0.679,23.1,23.5,1013.3,0.05,0.041,11,5.7,3.1,
07-Jan-2018 23:00,0.839,23.1,24.6,1012.8,0.057,0.057,21,4.1,0.7,
08-Jan-2018 00:00,1.061,23.2,25.3,1012.3,0.065,0.06,33,6.6,4.9,
08-Jan-2018 01:00,1.289,23,24.8,1011.7,0.073,0.062,48,6.2,3.2,
08-Jan-2018 02:00,1.463,22.9,24.5,1011.3,0.071,0.055,6,7.9,4.4,
08-Jan-2018 03:00,1.538,23.5,24.3,1010.8,0.063,0.043,22,7.3,1.7,
08-Jan-2018 04:00,1.5,23.6,25.3,1010.1,0.065,0.041,349,3.8,1.5,
08-Jan-2018 05:00,1.346,23.6,25.5,1009.5,0.068,0.036,7,3.5,2.3,
08-Jan-2018 06:00,1.113,23.9,24.3,1009.8,0.067,0.03,80,5.5,0.9,
08-Jan-2018 07:00,0.862,23.9,24.2,1009.8,0.068,0.033,37,6.9,2.6,
08-Jan-2018 08:00,0.633,23.7,24,1011.2,0.062,0.028,39,4.1,1.2,
08-Jan-2018 09:00,0.463,23.9,24.3,1014,0.042,0.024,282,4.7,2.5,
08-Jan-2018 10:00,0.41,23.5,22.9,1014.5,0.03,0.038,223,11.8,6.1,
08-Jan-2018 11:00,0.489,22.7,22.4,1014.8,0.033,0.046,219,8.2,3.7,
08-Jan-2018 12:00,0.659,22.5,22.5,1014.3,0.031,0.046,240,4.2,1.7,
08-Jan-2018 13:00,0.888,22.5,22.7,1013.8,0.037,0.047,231,2.4,0.9,
08-Jan-2018 14:00,1.124,22.8,22.5,1013.6,0.049,0.054,301,2.8,1.1,
08-Jan-2018 15:00,1.304,22.6,22.3,1012.5,0.05,0.053,16,6.2,4.8,
08-Jan-2018 16:00,1.404,22.7,22.3,1011.5,0.065,0.056,349,8,2.1,
08-Jan-2018 17:00,1.374,23.2,22.9,1012.5,0.062,0.046,350,9.8,4.8,
08-Jan-2018 18:00,1.269,23.2,22.6,1011.9,0.076,0.068,5,11.9,9.1,
08-Jan-2018 19:00,1.092,23.2,23,1012.3,0.072,0.059,336,15.1,5.6,
08-Jan-2018 20:00,0.898,23.2,23.1,1013.1,0.057,0.048,355,6.5,2.6,
08-Jan-2018 21:00,0.759,23.2,23.4,1013.6,0.058,0.058,343,5.5,3.1,
08-Jan-2018 22:00,0.688,23.2,23.6,1013.3,0.054,0.057,11,7.9,5.2,
08-Jan-2018 23:00,0.717,23.2,23.6,1012.7,0.052,0.052,28,8.1,4.8,
09-Jan-2018 00:00,0.837,23.3,24.1,1012,0.055,0.049,14,9.6,3.8,
09-Jan-2018 01:00,1.006,23.4,24,1011.6,0.055,0.043,21,6.6,5,
09-Jan-2018 02:00,1.175,23.4,25.6,1010.5,0.049,0.031,357,9.5,4.8,
09-Jan-2018 03:00,1.309,23.5,25.3,1010.2,0.042,0.014,44,7.2,4.1,
09-Jan-2018 04:00,1.366,23.4,25.4,1009.4,0.035,0.004,47,7.4,4.8,
09-Jan-2018 05:00,1.333,23.2,25.7,1008,0.04,-0.001,35,7.7,6.3,
09-Jan-2018 06:00,1.221,23.5,26.8,1007.2,0.058,0.006,21,7.7,4.2,
09-Jan-2018 07:00,1,23.6,24.9,1008.3,0.027,-0.036,3,6.2,1.4,
09-Jan-2018 08:00,0.728,22.8,20.2,1013.8,-0.037,-0.078,204,20.3,2.6,
09-Jan-2018 09:00,0.584,22.5,21.7,1012.2,0,0.003,161,8.3,2.4,
09-Jan-2018 10:00,0.459,22.4,21.6,1014.2,-0.011,-0.019,212,6.1,2.6,
09-Jan-2018 11:00,0.435,22.7,21,1014.8,-0.018,-0.009,217,9.5,5.2,
09-Jan-2018 12:00,0.517,22.8,20,1015.2,-0.021,-0.004,217,9.8,6,
09-Jan-2018 13:00,0.684,22.5,19.8,1015.3,-0.021,-0.002,233,11.1,5.5,
09-Jan-2018 14:00,0.909,22.3,19.8,1015.8,-0.007,0.014,223,8.1,3.8,
09-Jan-2018 15:00,1.129,22,18.8,1016.1,0.002,0.028,220,7.8,4.6,
09-Jan-2018 16:00,1.283,22.2,18.9,1016.5,-0.006,0.023,220,6.8,3.1,
09-Jan-2018 17:00,1.367,22,18.2,1016.9,0.003,0.036,197,7.4,1.9,
09-Jan-2018 18:00,1.343,22.1,19,1017,0.007,0.044,176,6.9,3,
09-Jan-2018 19:00,1.226,22.1,18.3,1017.3,0.005,0.042,225,5.7,2.4,
09-Jan-2018 20:00,1.057,22.1,19.6,1017.7,0.001,0.042,202,5.9,2.6,
09-Jan-2018 21:00,0.876,22,19.4,1018.3,-0.004,0.04,212,5.7,1.9,
09-Jan-2018 22:00,0.727,22,20.1,1018.8,-0.008,0.043,175,6.5,3.3,
09-Jan-2018 23:00,0.639,22,21.1,1018.8,-0.019,0.036,179,6.9,3.3,
10-Jan-2018 00:00,0.646,22.1,21.5,1019,-0.021,0.034,162,7.3,2.9,
10-Jan-2018 01:00,0.734,22.1,21.2,1019.2,-0.019,0.039,146,7.2,4.2,
10-Jan-2018 02:00,0.865,22.1,21.8,1018.9,-0.025,0.034,146,7.3,3.7,
10-Jan-2018 03:00,1.009,22.1,21.2,1018.7,-0.031,0.025,138,7.9,4.7,
10-Jan-2018 04:00,1.126,22.1,21.8,1018.2,-0.037,0.017,146,7.5,3.7,
10-Jan-2018 05:00,1.179,22.1,21.5,1018.1,-0.043,0.006,154,7.4,3.2,
10-Jan-2018 06:00,1.159,22.1,21.4,1017.8,-0.036,0.012,145,6.7,3.5,
10-Jan-2018 07:00,1.057,22.1,21.3,1017.6,-0.029,0.016,160,6.5,2.8,
10-Jan-2018 08:00,0.897,22.1,20.9,1018,-0.027,0.016,153,5.4,2.2,
10-Jan-2018 09:00,0.72,22.1,20.8,1018.4,-0.026,0.022,161,4.8,1.8,
10-Jan-2018 10:00,0.57,22.1,20.7,1018.5,-0.023,0.028,160,3.2,1.5,
10-Jan-2018 11:00,0.479,22.1,20.7,1019.2,-0.025,0.028,157,2.9,1,
10-Jan-2018 12:00,0.477,22.1,20.7,1019.2,-0.028,0.031,181,2.1,0.8,
10-Jan-2018 13:00,0.58,22.1,19.8,1019.1,-0.021,0.038,269,2.7,2.1,
10-Jan-2018 14:00,0.763,22.1,20.1,1019,-0.008,0.05,263,3.2,2.3,
10-Jan-2018 15:00,0.981,22.2,20.2,1018.1,-0.001,0.055,265,3.2,1.1,
10-Jan-2018 16:00,1.192,22.2,20,1017.7,0.004,0.052,241,2.4,1.6,
10-Jan-2018 17:00,1.353,22.1,19.7,1017.1,0.012,0.056,254,3,1.2,
10-Jan-2018 18:00,1.425,22.1,19.4,1017,0.018,0.056,216,2.5,1.5,
10-Jan-2018 19:00,1.386,22.1,19.5,1017.8,0.013,0.051,256,3.2,2.4,
10-Jan-2018 20:00,1.267,22.1,20,1018,0.015,0.061,340,2.6,1.5,
10-Jan-2018 21:00,1.11,22.1,20.3,1017.2,0.032,0.078,34,2.8,1.7,
10-Jan-2018 22:00,0.921,22.2,20.8,1017.8,0.029,0.069,8,3.7,2.4,
10-Jan-2018 23:00,0.762,22.2,21.1,1017.9,0.027,0.072,74,3.1,2,
11-Jan-2018 00:00,0.674,22.2,21.5,1017.8,0.03,0.077,54,4.1,2.6,
11-Jan-2018 01:00,0.663,22.3,21.4,1017.5,0.028,0.073,42,5,3.4,
11-Jan-2018 02:00,0.732,22.4,21.7,1016.8,0.029,0.071,40,6,4.6,
11-Jan-2018 03:00,0.857,22.4,21.7,1016,0.028,0.062,44,6.7,5.2,
11-Jan-2018 04:00,0.995,22.5,21.8,1015.8,0.022,0.049,37,7.4,5.8,
11-Jan-2018 05:00,1.117,22.5,22,1015.2,0.021,0.046,42,7.4,5.2,
11-Jan-2018 06:00,1.189,22.5,22,1014.5,0.03,0.049,44,7.9,5.3,
11-Jan-2018 07:00,1.185,22.5,22,1014.6,0.044,0.057,34,7.6,5.1,
11-Jan-2018 08:00,1.08,22.5,22.1,1015,0.036,0.05,33,7.5,5.1,
11-Jan-2018 09:00,0.935,22.5,22.2,1015.3,0.041,0.059,31,6.4,4.5,
11-Jan-2018 10:00,0.772,22.5,22.2,1015.6,0.043,0.064,25,6.4,4.9,
11-Jan-2018 11:00,0.633,22.5,22.1,1015.6,0.043,0.067,10,6.5,3.3,
11-Jan-2018 12:00,0.56,22.5,22,1015.3,0.042,0.065,9,4.5,2.7,
11-Jan-2018 13:00,0.575,22.4,22,1014.9,0.037,0.056,17,3.3,2.3,
11-Jan-2018 14:00,0.694,22.4,21.8,1014.5,0.043,0.059,358,3.2,1.9,
11-Jan-2018 15:00,0.863,22.4,21.9,1013.8,0.027,0.039,5,2.9,1.3,
11-Jan-2018 16:00,1.073,22.4,21.9,1013.1,0.017,0.022,25,2.9,1.7,
11-Jan-2018 17:00,1.284,22.3,22,1012.2,0.022,0.02,11,2.6,2,
11-Jan-2018 18:00,1.429,22.3,21.9,1011.9,0.021,0.01,31,3.1,1.8,
11-Jan-2018 19:00,1.47,22.3,22,1012.3,0.008,-0.005,5,2.6,1.7,
11-Jan-2018 20:00,1.421,22.4,21.9,1012.5,0.01,0.001,31,3,1.7,
11-Jan-2018 21:00,1.293,22.4,22.2,1012.8,0.023,0.016,357,3.3,1.8,
11-Jan-2018 22:00,1.099,22.6,22.2,1012.8,0.025,0.02,41,3,2.5,
11-Jan-2018 23:00,0.899,22.7,22.8,1012.3,0.032,0.026,39,4.8,3.6,
12-Jan-2018 00:00,0.729,22.5,22.6,1012.4,0.035,0.026,52,5.9,2.9,
12-Jan-2018 01:00,0.639,22.6,22.9,1011.4,0.047,0.037,50,5.9,4.1,
12-Jan-2018 02:00,0.625,22.7,23,1010.5,0.047,0.028,51,7.4,5,
12-Jan-2018 03:00,0.7,22.8,23,1009.2,0.049,0.02,42,8.4,5,
12-Jan-2018 04:00,0.835,23.1,23.3,1008.1,0.049,0.007,42,9.1,6.9,
12-Jan-2018 05:00,0.998,23.2,23.3,1007,0.055,0.003,40,11,8,
12-Jan-2018 06:00,1.151,23.3,23.4,1005.5,0.078,0.014,39,10.7,8.2,
12-Jan-2018 07:00,1.233,23.3,23.4,1004.3,0.093,0.014,39,12.3,9,
12-Jan-2018 08:00,1.217,23.3,23.2,1004.2,0.094,0.005,38,13.4,8.5,
12-Jan-2018 09:00,1.128,23.3,23.1,1003.8,0.106,0.015,38,12.4,8.6,
12-Jan-2018 10:00,0.991,23.3,23,1004.5,0.123,0.03,359,10.9,3.2,
12-Jan-2018 11:00,0.813,23.2,22.9,1004.5,0.11,0.023,66,3.5,2.6,
12-Jan-2018 12:00,0.677,23.2,22.6,1004.8,0.105,0.019,257,16.1,4.5,
12-Jan-2018 13:00,0.641,22.8,22.5,1003.6,0.122,0.037,44,6.4,3.7,
12-Jan-2018 14:00,0.681,22.7,23.5,1003.8,0.119,0.024,319,5.1,2.5,
12-Jan-2018 15:00,0.808,22.8,23.3,1002.6,0.109,0.015,249,4.3,1.8,
12-Jan-2018 16:00,1.014,23.1,23.3,1000.7,0.106,-0.002,29,2.1,1.1,
12-Jan-2018 17:00,1.248,22.7,22.8,1000.8,0.106,-0.019,248,6.6,5.2,
12-Jan-2018 18:00,1.449,22.7,23,1000.1,0.1,-0.025,127,6.2,2,
12-Jan-2018 19:00,1.594,22.6,22.7,999.9,0.109,-0.022,101,2.5,0.3,
12-Jan-2018 20:00,1.625,22.3,22.8,1000,0.108,-0.025,359,3.2,0.7,
12-Jan-2018 21:00,1.555,22.7,25.9,999.6,0.119,-0.014,260,5.4,3.3,
