Month,Observed,Likely,Noone,% of None
Jan,5,0,25,83.33333333333333
Feb,6,0,23,79.3103448275862
Mar,4,0,26,86.66666666666667
Apr,0,0,28,100.0
May,0,0,21,100.0
Jun,0,0,0,0.0
Jul,0,0,0,0.0
Aug,0,0,0,0.0
Sep,0,0,0,0.0
Oct,0,0,0,0.0
Nov,0,0,0,0.0
Dec,0,0,0,0.0
