Month,Observed,Likely,Noone,% of None
Jan,3,0,25,89.28571428571429
Feb,3,0,22,88.0
Mar,2,0,28,93.33333333333333
Apr,1,0,25,96.15384615384616
May,0,0,0,0.0
Jun,0,0,0,0.0
Jul,0,0,0,0.0
Aug,0,0,0,0.0
Sep,0,0,16,100.0
Oct,0,0,30,100.0
Nov,2,0,29,93.54838709677419
Dec,0,0,31,100.0
