Month,Observed,Likely,Noone,% of None
Jan,9,0,25,73.52941176470588
Feb,5,0,23,82.14285714285714
Mar,3,0,27,90.0
Apr,0,0,27,100.0
May,0,0,22,100.0
Jun,0,0,0,0.0
Jul,0,0,0,0.0
Aug,0,0,0,0.0
Sep,0,0,0,0.0
Oct,0,0,0,0.0
Nov,0,0,0,0.0
Dec,0,0,0,0.0
