Month,Observed,Likely,Noone,% of None
Jan,2,0,26,92.85714285714286
Feb,1,0,23,95.83333333333333
Mar,0,0,30,100.0
Apr,0,0,27,100.0
May,0,0,0,0.0
Jun,0,0,0,0.0
Jul,0,0,0,0.0
Aug,0,0,0,0.0
Sep,0,0,0,0.0
Oct,0,0,0,0.0
Nov,0,0,0,0.0
Dec,0,0,0,0.0
