Month,Observed,Likely,Noone,% of None
Jan,10,0,20,66.66666666666667
Feb,9,0,20,68.96551724137932
Mar,7,0,25,78.125
Apr,0,0,29,100.0
May,2,0,28,93.33333333333333
Jun,2,0,27,93.10344827586206
Jul,0,0,27,100.0
Aug,0,0,30,100.0
Sep,1,0,29,96.66666666666667
Oct,4,0,23,85.18518518518519
Nov,3,0,26,89.65517241379311
Dec,0,0,29,100.0
